GA,50th,5th,95th
21.285714285714285,36.81598783080858,34.12795135808861,39.50402430352855
21.322931577440595,36.97037545743423,34.275972421203576,39.664778493664876
21.360148869166903,37.124564376990136,34.42379477724881,39.82533397673146
21.397366160893213,37.278554589476315,34.57141842622431,39.98569075272832
21.434583452619524,37.432346094892765,34.71884336813009,40.14584882165544
21.471800744345835,37.585938893239486,34.866069602966135,40.30580818351284
21.509018036072142,37.739332984516466,35.01309713073244,40.46556883830049
21.546235327798453,37.89252836872372,35.15992595142902,40.62513078601842
21.583452619524763,38.04552504586124,35.306556065055865,40.784494026666614
21.620669911251074,38.198323015929034,35.452987471612985,40.94365856024508
21.65788720297738,38.35092227892709,35.59922017110036,41.10262438675381
21.695104494703692,38.50332283485541,35.74525416351801,41.26139150619281
21.732321786430003,38.655524683714006,35.89108944886593,41.41995991856208
21.76953907815631,38.80752782550286,36.036726027144105,41.578329623861606
21.80675636988262,38.959332260221984,36.182163898352556,41.73650062209141
21.84397366160893,39.11093798787138,36.32740306249128,41.894472913251484
21.881190953335242,39.26234500845108,36.4724435195603,42.052246497341855
21.91840824506155,39.41355332196099,36.61728526955954,42.20982137436244
21.95562553678786,39.56456292840119,36.76192831248906,42.36719754431331
21.99284282851417,39.71537382777167,36.90637264834887,42.52437500719447
22.030060120240478,39.8659860200724,37.05061827713892,42.68135376300587
22.06727741196679,40.0163995053034,37.19466519885925,42.83813381174755
22.1044947036931,40.16661428346467,37.338513413509844,42.99471515341949
22.14171199541941,40.31663035455621,37.482162921090705,43.15109778802171
22.178929287145717,40.466447718578024,37.625613721601844,43.3072817155542
22.216146578872028,40.616066375530096,37.76886581504324,43.46326693601695
22.25336387059834,40.76548632541244,37.91191920141491,43.61905344940997
22.29058116232465,40.91470756822508,38.05477388071688,43.774641255733286
22.327798454050956,41.06373010396794,38.197429852949064,43.93003035498682
22.365015745777267,41.212553932641086,38.339887118111534,44.08522074717064
22.402233037503578,41.36117905424453,38.482145676204304,44.24021243228476
22.439450329229885,41.50960546877819,38.62420552722729,44.39500541032909
22.476667620956196,41.65783317624215,38.766066671180575,44.549599681303725
22.513884912682506,41.805862176636396,38.907729108064146,44.703995245208645
22.551102204408817,41.953692469960885,39.04919283787795,44.85819210204381
22.588319496135124,42.10132405621562,39.19045786062202,45.012190251809216
22.625536787861435,42.248756935400664,39.331524176296384,45.16598969450494
22.662754079587746,42.39599110751594,39.472391784900985,45.319590430130894
22.699971371314057,42.543026572561516,39.61306068643589,45.472992458687145
22.737188663040364,42.689863330537335,39.75353088090103,45.62619578017364
22.774405954766674,42.836501381443426,39.89380236829645,45.779200394590404
22.811623246492985,42.98294072527982,40.033875148622165,45.93200630193747
22.848840538219292,43.12918136204644,40.17374922187811,46.084613502214765
22.886057829945603,43.27522329174333,40.31342458806433,46.23702199542233
22.923275121671914,43.42106651437052,40.45290124718085,46.3892317815602
22.960492413398224,43.56671102992797,40.592179199227616,46.54124286062832
22.99770970512453,43.71215683841565,40.73125844420462,46.693055232626676
23.034926996850842,43.857403939833645,40.87013898211194,46.84466889755535
23.072144288577153,44.00245233418188,41.0088208129495,46.99608385541426
23.109361580303464,44.14730202146039,41.147303936717336,47.147300106203446
23.14657887202977,44.29195300166917,41.28558835341544,47.2983176499229
23.18379616375608,44.43640527480822,41.42367406304382,47.44913648657263
23.221013455482392,44.58065884087755,41.56156106560247,47.599756616152625
23.2582307472087,44.72471369987714,41.69924936109139,47.750178038662895
23.29544803893501,44.86856985180698,41.836738949510554,47.90040075410341
23.33266533066132,45.01222729666709,41.97402983085999,48.050424762474194
23.36988262238763,45.1556860344575,42.11112200513972,48.20025006377528
23.40709991411394,45.29894606517813,42.24801547234968,48.34987665800658
23.44431720584025,45.44200738882908,42.38471023248995,48.49930454516821
23.48153449756656,45.58487000541025,42.521206285560446,48.64853372526006
23.51875178929287,45.72753391492172,42.65750363156124,48.7975641982822
23.555969081019178,45.86999911736346,42.79360227049231,48.94639596423462
23.59318637274549,46.01226561273545,42.92950220235362,49.09502902311728
23.6304036644718,46.154333401037704,43.0652034271452,49.24346337493021
23.667620956198107,46.29620248227026,43.20070594486708,49.39169901967344
23.704838247924418,46.43787285643306,43.33600975551921,49.53973595734691
23.74205553965073,46.5793445235261,43.471114859101576,49.68757418795063
23.779272831377035,46.72061748354945,43.606021255614245,49.83521371148465
23.816490123103346,46.86169173650306,43.740728945057185,49.98265452794894
23.853707414829657,47.00256728238692,43.87523792743036,50.12989663734347
23.890924706555968,47.14324412120108,44.009548202733846,50.27694003966831
23.92814199828228,47.28372225294548,44.143659770967574,50.42378473492339
23.965359290008585,47.424001677620154,44.27757263213157,50.570430723108736
24.002576581734896,47.5640823952251,44.411286786225844,50.716878004224355
24.039793873461207,47.70396440576032,44.54480223325039,50.86312657827025
24.077011165187514,47.843647709225806,44.6781189732052,51.00917644524641
24.114228456913825,47.98313230562154,44.81123700609026,51.15502760515282
24.151445748640135,48.12241819494757,44.94415633190562,51.300680057989524
24.188663040366443,48.26150537720385,45.07687695065122,51.446133803756474
24.225880332092753,48.400393852390394,45.20939886232709,51.591388842453696
24.263097623819064,48.53908362050724,45.34172206693326,51.736445174081226
24.300314915545375,48.677574681554304,45.473846564469646,51.88130279863896
24.337532207271682,48.81586703553167,45.605772354936335,52.025961716127
24.374749498997993,48.9539606824393,45.737499438333295,52.17042192654531
24.411966790724303,49.09185562227721,45.86902781466053,52.31468342989389
24.449184082450614,49.22955185504536,46.000357483918,52.458746226172714
24.48640137417692,49.36704938074378,46.13148844610575,52.60261031538181
24.523618665903232,49.5043481993725,46.262420701223796,52.746275697521206
24.560835957629543,49.641448310931466,46.39315424927209,52.889742372590845
24.59805324935585,49.7783497154207,46.52368909025065,53.03301034059076
24.63527054108216,49.91505241284018,46.654025224159454,53.17607960152091
24.67248783280847,50.05155640318996,46.78416265099855,53.318950155381366
24.709705124534782,50.187861686470015,46.91410137076793,53.4616220021721
24.74692241626109,50.32396826268031,47.04384138346755,53.60409514189307
24.7841397079874,50.45987613182088,47.173382689097444,53.74636957454431
24.82135699971371,50.595585293891745,47.30272528765764,53.88844530012585
24.85857429144002,50.731095748892855,47.43186917914807,54.03032231863764
24.89579158316633,50.86640749682421,47.56081436356875,54.172000630079665
24.93300887489264,51.00152053768586,47.68956084091973,54.313480234451994
24.97022616661895,51.13643487147779,47.818108611200984,54.454761131754594
25.007443458345257,51.27115049819996,47.94645767441248,54.59584332198744
25.044660750071568,51.40566741785243,48.07460803055427,54.73672680515058
25.08187804179788,51.53998563043514,48.202559679626305,54.87741158124397
25.11909533352419,51.67410513594815,48.33031262162864,55.017897650267656
25.156312625250496,51.80802593439138,48.457866856561196,55.158185012221566
25.193529916976807,51.94174802576491,48.58522238442405,55.29827366710577
25.230747208703118,52.07527141006871,48.712379205217175,55.43816361492024
25.26796450042943,52.20859608730278,48.83933731894057,55.57785485566499
25.305181792155736,52.341722057467095,48.96609672559421,55.71734738933998
25.342399083882047,52.47464932056171,49.09265742517815,55.85664121594527
25.379616375608357,52.60737787658657,49.21901941769234,55.9957363354808
25.416833667334664,52.73990772554167,49.345182703136764,56.134632747946576
25.454050959060975,52.8722388674271,49.47114728151152,56.27333045334268
25.491268250787286,53.004371302242774,49.59691315281651,56.41182945166903
25.528485542513593,53.13630502998869,49.722480317051755,56.55012974292562
25.565702834239904,53.26804005066491,49.8478487742173,56.68823132711252
25.602920125966214,53.39957636427137,49.97301852431308,56.82613420422965
25.640137417692525,53.53091397080813,50.09798956733917,56.96383837427709
25.677354709418836,53.66205287027513,50.2227619032955,57.10134383725477
25.714572001145143,53.79299306267238,50.34733553218207,57.23865059316269
25.751789292871454,53.923734547999956,50.47171045399897,57.37575864200094
25.789006584597765,54.054277326257775,50.59588666874612,57.51266798376943
25.82622387632407,54.18462139744584,50.719864176423506,57.64937861846817
25.863441168050382,54.3147667615642,50.843642977031195,57.78589054609721
25.900658459776693,54.44471341861281,50.96722307056912,57.92220376665649
25.937875751503,54.574461368591685,51.09060445703732,58.05831828014604
25.97509304322931,54.70401061150086,51.213787136435826,58.1942340865659
26.01231033495562,54.833361147340284,51.33677110876457,58.329951185915995
26.049527626681932,54.96251297610998,51.45955637402359,58.46546957819636
26.086744918408243,55.09146609780991,51.582142932212854,58.60078926340697
26.12396221013455,55.22022051244015,51.704530783332416,58.735910241547884
26.16117950186086,55.34877622000066,51.82671992738225,58.87083251261907
26.19839679358717,55.47713322049141,51.94871036436233,59.00555607662049
26.23561408531348,55.605291513912405,52.07050209427265,59.14008093355216
26.27283137703979,55.73325110026373,52.1920951171133,59.27440708341416
26.3100486687661,55.861011979545296,52.31348943288418,59.4085345262064
26.347265960492408,55.988574151757106,52.43468504158532,59.54246326192889
26.38448325221872,56.115937616899245,52.55568194321678,59.67619329058171
26.42170054394503,56.2431023749716,52.67648013777846,59.809724612164736
